VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,External renewable water resources,Surface water: entering the country (total),Samoa,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Sao Tome and Principe,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Saudi Arabia,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Senegal,2020,2.17,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Seychelles,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Sierra Leone,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Singapore,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Slovakia,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Slovenia,2020,13.2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Solomon Islands,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Somalia,2020,8.7,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),South Africa,2020,6.6,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),South Sudan,2020,50,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Spain,2020,0.3,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Sri Lanka,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Sudan,2020,99.3,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Suriname,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Sweden,2020,3,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Switzerland,2020,13.1,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Syrian Arab Republic,2020,28.52,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Tajikistan,2020,34.19,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Thailand,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Timor-Leste,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Togo,2020,3.2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Tokelau,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Tonga,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Trinidad and Tobago,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Tunisia,2020,0.32,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Turkmenistan,2020,80.2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Tuvalu,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Türkiye,2020,1.8,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Uganda,2020,21.1,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Ukraine,2020,36.13,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),United Arab Emirates,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),United Kingdom of Great Britain and Northern Ireland,2020,2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),United Republic of Tanzania,2020,12.27,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),United States of America,2020,251,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Uruguay,2020,5,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Uzbekistan,2020,102.2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Vanuatu,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Venezuela (Bolivarian Republic of),2020,495,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Viet Nam,2020,524.7,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Yemen,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Zambia,2020,24.6,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Zimbabwe,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Afghanistan,2020,10,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Albania,2020,3.3,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Algeria,2020,0.39,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Angola,2020,0.4,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Antigua and Barbuda,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Argentina,2020,516.3,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Armenia,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Australia,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Austria,2020,22.7,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Azerbaijan,2020,25.38,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Bahamas,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Bahrain,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Bangladesh,2020,1122,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Barbados,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Belarus,2020,23.9,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Belgium,2020,6.3,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Belize,2020,6.042,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Benin,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Bhutan,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Bolivia (Plurinational State of),2020,259,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Bosnia and Herzegovina,2020,2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Botswana,2020,9.04,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Brazil,2020,2986,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Brunei Darussalam,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Bulgaria,2020,0.3,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Burkina Faso,2020,1,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Burundi,2020,0.126,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Cabo Verde,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Cambodia,2020,355.5,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Cameroon,2020,4,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Canada,2020,52,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: inflow not submitted to treaties,Central African Republic,2020,0,10^9 m3/year,I,FALSE
